,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
76,Taylor Swift,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,88,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4
77,Post Malone,On The Road (feat. Meek Mill & Lil Baby),12Fkyg9lpmaz2zmKOfw2Y2,85,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,218320,5
78,Lil Tecca,Ransom (with Juice WRLD) - Remix,2WsuSYJNXGKXVYkHPnq2yp,84,0.684,0.671,2,-6.424,0,0.289,0.0119,0.0,0.0769,0.45,179.987,171253,4
79,Quality Control,Baby,2nKYHpmwjLaEOXS3o7QMiz,82,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417,4
80,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,0RiRZpuVRbi7oqRdSMwhQY,88,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,157560,4
81,Zedd,Good Thing (with Kehlani),5aUSEPNd3m5xliFK4pn5mU,88,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,210901,3
82,Niall Horan,Nice To Meet Ya,3cphb8kdsjElYR7r5icK3H,89,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,4
83,Young Thug,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,85,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4
84,NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],67XyC1GdSkKb9sbRRkUDXS,83,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4
85,Taylor Swift,Lover (Remix) [feat. Shawn Mendes],3i9UVldZOE0aD0JnyfAZZ0,88,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,221307,3
86,Bazzi,I.F.L.Y.,4a6q8CR2hzLk2plDkSxkfD,88,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,165714,4
87,Lil Nas X,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,91,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
88,Lil Tecca,Love Me,4e0FYxSROat25pH16zMTZI,85,0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4
89,Post Malone,Die For Me (feat. Future & Halsey),2C6WXnmZ66tHhHlnvwePiK,85,0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,245267,4
90,Mustard,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",2zjGJ0dChMR0KxBZS15aqo,84,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,174100,4
91,Harry Styles,Lights Up,5aJEh9Oqdz7PRLKTpH25pB,88,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4
92,Ariana Grande,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,88,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4
93,Mustard,Pure Water (with Migos),3j84U36KvLeXNDPv4t5pI8,85,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,192471,4
94,Ariana Grande,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,88,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4
95,Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,95,0.882,0.78,0,-4.256,1,0.0939,0.159,5.22e-05,0.0973,0.867,117.945,157606,4
96,The Black Eyed Peas,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,97,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4
97,PARTYNEXTDOOR,Loyal (feat. Drake),5bvnqVuq7UFl0txSlHpsfS,86,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4
98,Megan Thee Stallion,Cash Shit (feat. DaBaby),2rMAtCaTj16NptyVfEIeAC,81,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4
99,Idina Menzel,Into the Unknown,3Z0oQ8r78OUaHvGPiDBR3W,86,0.323,0.405,10,-8.533,0,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,5
100,Lauv,Mean It,3GRSqlALWISqLeNncZMbpX,89,0.746,0.45,7,-8.543,1,0.0872,0.0407,0.0,0.172,0.336,95.998,232853,4
101,Old Dominion,One Man Band,08dFHFTx6r67MTsYn5ilDR,81,0.706,0.358,6,-8.331,1,0.0348,0.677,0.0,0.107,0.478,75.991,186240,4
102,Doja Cat,Juicy,7qvsl2pYzrsYgPeFBN5jxp,84,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,202333,4
103,Billie Eilish,bury a friend,4SSnFejRGlZikf02HLewEF,88,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
104,Normani,Motivation,0rIAC4PXANcKmitJfoqmVm,87,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,4
105,Saweetie,My Type,5KBARWIxeMGkvUax9VtVC9,82,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4
106,Russ,BEST ON EARTH (feat. BIA),2Xo3rLHjXfdb4avN68aQyi,83,0.568,0.764,5,-3.465,0,0.255,0.217,0.0,0.0931,0.625,179.985,160720,4
107,JP Saxe,If The World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,86,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,208687,4
108,Noah Cyrus,July,5a6pdCHlWS2ekOOQ70QnAr,86,0.708,0.186,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,156107,4
109,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),5N1o6d8zGcSZSeMFkOUQOk,83,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4
110,Billie Eilish,i love you,6CcJMwBtXByIz4zQLzFkKc,86,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796,4
111,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,83,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,4
112,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),364spZLB5bhNlnPrzvUB41,82,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589,5
113,DaBaby,INTRO,77KMttn3Lic7ZQKDlPqp8v,81,0.862,0.685,0,-7.699,0,0.242,0.0342,0.0,0.204,0.672,100.024,172800,4
114,Anuel AA,China,2ksOAxtIxY8yElEWw8RhgK,95,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4
115,Kanye West,Closed On Sunday,3JWiDGQX2eTlFvKj3Yssj3,84,0.799,0.291,11,-7.353,0,0.0318,0.873,0.000641,0.139,0.406,97.984,151873,4
116,Bazzi,Paradise,0Rx0DJI556Ix5gBny6EWmn,84,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4
117,Major Lazer,Trigger,0Z26mbSHJ1dkUu7g9DDgif,87,0.57,0.585,8,-7.041,1,0.251,0.128,9.7e-05,0.111,0.378,97.285,171987,4
118,Lil Skies,I,4ZT9FnbFu1PaBfV3itxiqT,82,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,4
119,Billie Eilish,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,86,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4
120,Sam Smith,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,88,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,4
121,Khalid,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,84,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573,4
122,Summer Walker,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,82,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001,181013,4
123,DaBaby,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,80,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,4
124,DaBaby,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,81,0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.678,132.906,141827,4
125,Ed Sheeran,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,92,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4
126,YoungBoy Never Broke Again,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,79,0.739,0.637,4,-5.79,0,0.44,0.232,0.0,0.634,0.513,164.91,128414,4
127,Kanye West,On God,2SasoXZyv82yYgHiVOvxQn,83,0.41,0.886,9,-4.413,0,0.155,0.0671,0.0,0.461,0.393,72.577,136351,4
128,Trippie Redd,Death (feat. DaBaby),6YfTl5YupXOQBKiJJLrxcw,81,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4
129,Quality Control,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,81,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417,4
130,Roddy Ricch,Tip Toe (feat. A Boogie Wit da Hoodie),5j1yOqWONR9T6l43AzJ6Es,81,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,3
131,DaBaby,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,81,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4
132,KAROL G,Tusa,7k4t7uLgtOxPwTpFmtJNTY,94,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4
133,Lewis Capaldi,Before You Go,7ce20yLkzuXXLUhzIDoZih,89,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
134,DaBaby,RAW SHIT (feat. Migos),1CCDIow4pPYyJYzhtTUYz2,80,0.874,0.714,5,-4.946,1,0.233,0.0273,0.0,0.356,0.85,130.046,216678,4
135,Post Malone,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,83,0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,221173,4
136,Ali Gatie,It's You,5DqdesEfbRyOlSS3Tf6c29,88,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4
137,Kanye West,Selah,39JRmdKFka1Oe09FoOCPI4,83,0.482,0.618,9,-5.673,0,0.197,0.647,0.000859,0.32,0.146,90.076,164620,3
138,Billie Eilish,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,86,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4
139,Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG,88,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4
140,Maren Morris,The Bones,3npzogdOEiVsieXmmhBepL,81,0.612,0.57,11,-6.642,0,0.0347,0.279,0.0,0.0963,0.335,77.004,197293,4
141,Don Toliver,No Idea,3VyjsVV24RmBIbWJAeUJNu,83,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,153750,4
142,Drake,Behind Barz - Bonus,5r7WvQtyPfy1xch5zMgGRp,83,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4
143,YNW Melly,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,81,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400,4
144,Jonas Brothers,Only Human,0DiDStADDVh3SvAsoJAFMk,88,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4
145,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,85,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
146,Ariana Grande,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,85,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,4
147,Kanye West,Everything We Need,24bnCCysWnbNRNUT4LpHcP,82,0.894,0.416,9,-6.823,0,0.0538,0.312,0.0,0.146,0.463,116.96,116560,4
148,Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,83,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4
149,NAV,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,81,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4
150,XXXTENTACION,bad vibes forever,69dXVFCMiz3SL1L7M24NdX,83,0.799,0.526,8,-5.153,1,0.0717,0.334,0.00174,0.0571,0.746,129.875,150475,4
